,hour,tweet,Tweets_duygu,sınıflandırma
2151,03,Bakanlıklarda yeni atamalar Resmi Gazetede yayımlandı  ,negatif,siyaset 
2152,03,Koronavirüsü  atlatan Buse İskenderoğlu formunu nasıl koruduğunu anlattı  ,pozitif,saglik 
2153,03,Eski eşini bıçakla öldürdüğü iddia edilen zanlı tutuklandı  ,negatif,siyaset 
2154,03,Kayseride  polisin katılımı ile Erciyes Huzur Güven Uygulaması yapıldı  ,pozitif,siyaset 
2155,03,Covid geçirdikten sonraki  aya dikkat  ,pozitif,teknoloji 
2156,02,Kısıtlama halk pazarını vurdu tezgahlar boş kaldı  ,negatif,ekonomi 
2157,02,Tekirdağda  iş yeri ve  araca eş zamanlı operasyon  ,pozitif,siyaset 
2158,02,Hanzade Survivor Panoramada Yaptığı Eleştirilerle Gündem Oldu  ,negatif,siyaset 
2159,02,Bu da bitcoin ile tıraş  ,pozitif,teknoloji 
2160,02,Dünyaca ünlü ulu çınar doğal güzelliğine kavuştu  ,pozitif,siyaset 
2161,02,Ünlü futbolcunun eşinin çakarlı sirenli İstanbul turu tepki topladı  ,negatif,spor 
2162,02, yıl önce ölen babasıyla aynı kaderi yaşadı  ,negatif,saglik 
2163,02,Mersinde terör operasyonu  gözaltı  ,pozitif,siyaset 
2164,02,Yılmaz Özdil Organize suç örgütü tanımı kiralık gazetecilere cuk oturuyor  ,negatif,siyaset 
2165,01,Çaldıkları otomobili parçalayıp hurdaya çıkardılar  ,negatif,siyaset 
2166,01,Ayvalıkta hasar tespit ve enkaz kaldırma çalışmaları sürüyor  ,negatif,dunya 
2167,01,İletişim Başkan Yardımcısı Çağatay Özdemirin İngilizcesi sosyal medyada tartışma konusu oldu  ,negatif,teknoloji 
2168,01,İzmirde kamyonetle minibüs çarpıştı  ölü  yaralı  ,negatif,saglik 
2169,01,Komşular arasında satırlı bıçaklı kavga i ağır  yaralı  ,negatif,siyaset 
2170,01,Francesca Farago minik bikinisiyle tüm bakışları üzerine çekti  ,pozitif,kultur 
2171,01,Restoran sahibi Yemeksepeti komisyonlarına isyan etti  ,negatif,spor 
2172,01,Kuraklık endişesi Anadoluyu sardı  ,negatif,teknoloji 
2173,01,Ahmet Takandan Sedat Pekere açık mektup  ,negatif,siyaset 
2174,00,Seyyar arabalarını siper yapıp mazgal kapağı çaldılar  ,negatif,siyaset 
2175,00,Kaldırımda buldukları ilaçları içip zehirlenen ikizlerin acılı babası insanımız duyarlı olsun Çocuklarımı göremiyor sarılamıyorum  ,negatif,saglik 
2176,00,Ak Parti Yeni Torba Yasa  Teklifini TBMMye Sundu  ,pozitif,siyaset 
2177,00,Manav ile seyyar satıcı kavgası meydan savaşına dönüştü  ,negatif,ekonomi 
2178,00,Şanlıurfada silahlı kavga  ölü  yaralı  ,negatif,siyaset 
2179,00,Instagramın çıplaklık sınırını zorlayan paylaşım  Chloe Ferry tamamen şeffaf  ,pozitif,teknoloji 
2180,00,Fransız yetkililer Türkiyede yapılan PCR testini kabul etmedi  ,negatif,teknoloji 
2181,00,Van Gölünde kaçak avlanan  ton inci kefali ele geçirildi  ,negatif,dunya 
2182,00,Emin Çölaşandan Erdoğan ve Bahçeliye Sedat Peker çağrısı Seçim zamanı yaklaşıyor  ,pozitif,siyaset 
2183,23,Hava sıcaklığının  dereceye kadar çıkmasını fırsat bilen vatandaşlar denize koştu  ,negatif,saglik 
2184,23,Ermeni çetelerinin mezalimleri fotoğraflarla sergilendi  ,negatif,kultur 
2185,23,Fatih Tezcan Daha düne kadar benim koruma polisim Sedat Pekerin koruma polisi ile beraber bekliyordu  ,negatif,siyaset 
2186,23,Kripto para dünyasında büyük hata Milyonlarca doları dağıttılar  ,negatif,teknoloji 
2187,23,Diyarbakır merkezli  ilde dev yasa dışı bahis operasyonu  gözaltı  ,pozitif,siyaset 
2188,23,Emily Ratajkowski photoshop iddialarına sokak tarzıyla yanıt verdi  ,pozitif,kultur 
2189,23,Fatih Terim Mevcut başkan hakkında şu an için yapabileceğim tek şey kendisine acil şifalar dilemek olacaktır  ,negatif,spor 
2190,23,Otomobilin çarptığı öğretmen hayatını kaybetti  ,negatif,siyaset 
2191,23,Deren Talu mini şortlu makyajsız pozuyla nefes kesti  ,pozitif,saglik 
2192,23,MetroPOLLden çarpıcı anket Erdoğan büyük farklarla kaybediyor  ,negatif,siyaset 
2193,22,Eve polis gibi gelip  saat işkence yapan  kardeş tutuklandı  ,negatif,dunya 
2194,22,Kum köpek balıkları  saat izleniyor  ,pozitif,teknoloji 
2195,22,Sabahattin Önkibardan Erdoğan ve Bahçeli iddiası  ,negatif,siyaset 
2196,22,İngilterede son  saatte  bin  vaka  ,pozitif,saglik 
2197,22,Bir zamanların assolisti cami bahçesinde aşırı alkol sebebiyle bilincini kaybetti  ,negatif,spor 
2198,22,Bahar Candan ipleri kopardı Tepkiler çığ gibi büyüdü  ,negatif,siyaset 
2199,22,Tunceliden PÖHler dualarla Suriyeye uğurlandı  ,pozitif,siyaset 
2200,22,Amasyada feci kaza Motosikletten fırlayıp minibüsün üstüne düştü  ,negatif,saglik 
2201,22,Nurgül Yeşilçay gaza geldi Sevgilisiyle dudak dudağa  ,negatif,saglik 
2202,22,Murat Muratoğlu İçişleri Bakanı oh oh paralar PKKya gitmiyor diyordu paralar millete de gitmiyor  ,negatif,siyaset 
2203,21,Sevgililer arasında çıkan tartışmada genç kız  kattan park halindeki otomobilin üzerine düştü  ,negatif,saglik 
2204,21,Su tartışması kanlı bitti Baba oğul öldü  ,negatif,siyaset 
2205,21,AAdan kovulan Musab Turan canlı yayın açtı her şeyi bir bir açıkladı Erdoğana da çağrı da bulundu  ,pozitif,siyaset 
2206,21,Barış elçisi Arvas yeni sulhlere öncülük ediyor  ,pozitif,dunya 
2207,21,Kısıtlamada kilo almamak için bu besinlere dikkat  ,pozitif,saglik 
2208,21,Burcu Esmersoyun yeni imajı olay oldu  ,negatif,saglik 
2209,21,İskilip Kalesinden düşen şahsın kimliği belli oldu  ,negatif,dunya 
2210,21,Kapadokya moda ile renklendi  ,pozitif,ekonomi 
2211,21,Miguel Angel Silvestreden Hande Erçele cevap  ,pozitif,kultur 
2212,21,Aktroller Soyluya ilk defa destek olmadı  ,negatif,siyaset 
2213,20,Kredi kartı borçlarıyla ilgili flaş karar Artık tarihe karışacak  ,pozitif,ekonomi 
2214,20,Ak Parti Yeni Torba Yasa Teklifini TBMMye Sundu  ,pozitif,siyaset 
2215,20,Sedat Pekerin nci videosu gelmeden sosyal medyanın gündemine oturdu  ,negatif,kultur 
2216,20,Yasa dışı bahis sitesinden gelen Süleyman SoyluSedat Peker mesajı şoke etti  ,negatif,ekonomi 
2217,20,Koronavirüsü atlatan Buse İskenderoğlu formunu nasıl koruduğunu anlattı  ,pozitif,saglik 
2218,20,Bahçelinin fişini çektiği eski sağ kolundan AKPye olay gönderme  ,negatif,siyaset 
2219,20,Tartıştığı babasını vahşice katletti  ,negatif,dunya 
2220,20,Akşeneri öldürün taşlayın taşlayın sözlerine soruşturma  ,negatif,siyaset 
2221,20,Kılıçdaroğlu Sedat Pekerin ayrı dünyaların insanıyız açıklamasına cevap verdi Süleyman Soyluya böyle seslendi  ,pozitif,siyaset 
2222,20,Deniz Çakır sette arkadaşlarıyla göbek attı  ,negatif,spor 
2223,20,Sedat Peker hakkında Birleşik Arap Emirliklerine temasta bulunulmamasının nedeni  ,negatif,dunya 
2224,20,İletişim Başkanının iletişim problemi Fahrettin Altun dinlediğini anlamadı heyecanla bu tweeti attı  ,negatif,teknoloji 
2225,20, bin liralık destekten yararlanacak esnaflar için şartlar belli oldu  ,pozitif,ekonomi 
2226,20,Francesca Farago  minik bikinisiyle tüm bakışları üzerine çekti  ,pozitif,kultur 
2227,20,Bütün gemiler yandı Sadece bir tane kaldı Onu da Sedat Peker cebinde tutuyor  ,negatif,kultur 
2228,20,İzmirde kamyonetle  minibüs çarpıştı  ölü  yaralı  ,negatif,saglik 
2229,20,Covid geçirdikten sonraki  aya dikkat  ,pozitif,teknoloji 
2230,20,Can Ataklıdan uyarı Sokağa çıkamayacaksınız  ,pozitif,siyaset 
2231,20,Bakanlıklarda yeni atamalar Resmi Gazetede yayımlandı  ,negatif,siyaset 
2232,20,Yine öğrenciler kurban edildi Tepkilerin azaltılması için  ,negatif,siyaset 
2233,20,Instagramın çıplaklık sınırını zorlayan paylaşım Chloe Ferry tamamen şeffaf  ,pozitif,teknoloji 
2234,19,Bülent Arınç Sedat Peker iddialarını değerlendirdi Yargı gereğini yapmalı  ,negatif,siyaset 
2235,19,Nilperi Şahinkaya son fotoğraflarıyla  Instagramı yaktı geçti Gitgide giyindiğim bir gün  ,negatif,kultur 
2236,19,Hazine ve Maliye Bakanlığı  aylık enflasyonu yüzde  olarak hesaplamış  ,pozitif,ekonomi 
2237,19,Aile Bakanı Derya Yanık pandemide kadına şiddet olaylarındaki artış tolere edilebilir düzeyde  ,negatif,saglik 
2238,19,Erdoğana hakkını  helal etmeyen esnaf isyan etti  ,negatif,siyaset 
2239,19,İBBnin TÜRGEVle protokolün feshi kararı yargıdan döndü  ,negatif,ekonomi 
2240,19,İzmirde kamyonetle minibüs çarpıştı  ölü  yaralı  ,negatif,saglik 
2241,19,Emin Çölaşan Bir siyasi parti genel başkanını bile koruyamayan devlet mi  ,negatif,siyaset 
2242,19,Hilesi ortaya çıkan Seren Serengil takipçilerinin diline düştü  ,negatif,saglik 
2243,19,Restoran sahibi Yemeksepeti komisyonlarına isyan etti  ,negatif,spor 
2244,19,Kripto para dünyasında büyük hata Milyonlarca doları dağıttılar  ,negatif,teknoloji 
2245,19,Yılmaz Özdil Sedat Pekerin yakaladığı damar işte budur  ,pozitif,kultur 
2246,19,Fransız yetkililer Türkiyede yapılan PCR testini kabul etmedi  ,negatif,teknoloji 
2247,19,Emniyetten Hadi Özışık ve Süleyman Özışıka operasyon Evleri arandı Telefon ve Bilgisayarlara el konuldu  ,negatif,siyaset 
2248,19,Levent Kırcanın o skeci yeniden gündem oldu  ,negatif,kultur 
2249,19,Murat Yetkin AK Partide yangın var sadece Soylu değil başka bakanlar da hedefte  ,negatif,siyaset 
2250,19,Babacan Benimle ilgili sorunlar varsa Erdoğan partiden ayrılacağımı söylediğimde neden Gitme kal diye ısrarcı oldu  ,negatif,siyaset 
2251,19,Sedat Pekerin internet sitesine erişim engellendi  ,negatif,siyaset 
2252,19,Süleyman Soylu hakkında suç işlemeye teşvik ve suçu örtme iddiasıyla suç duyurusu  ,negatif,siyaset 
2253,19,Ece Seçkin iç çamaşırsız pozlarıyla Instagramı salladı  ,pozitif,saglik 
2254,18,Kocasının amcasıyla  kaçan kadından canlı yayında şoke eden sözler Ailesi fenalık geçirdi  ,negatif,saglik 
2255,18,İngilterede son  saatte  bin  vaka  ,pozitif,saglik 
2256,18,İtalyada son  saatte  bin  yeni vaka  ,pozitif,saglik 
2257,17,Fatih Terim Mevcut başkan hakkında şu an için yapabileceğim tek şey kendisine acil şifalar dilemek olacaktır  ,negatif,spor 
2258,17,Son  saatte korona virüsten  kişi hayatını kaybetti  bin  yeni vaka  ,negatif,saglik 
2259,17,MHPden Bahçelinin Beştepede ofisi var iddiasına yanıt  ,pozitif,siyaset 
2260,16,Musab Turan kardeşinin sözlerini paylaşıp açıkladı O bile böyle düşünüyorsa  ,negatif,dunya 
2261,16,Yasa dışı bahis sitesinden gelen Süleyman SoyluSedat Peker mesajı şoke etti  sedatpeker    ,negatif,spor 
2262,16,Sedat Pekerin nci videosu gelmeden sosyal medyanın gündemine oturdu sedatpeker  ,negatif,kultur 
2263,16,Kredi kartı borçlarıyla ilgili flaş karar Artık tarihe karışacak  ,pozitif,ekonomi 
2264,14,Galatasaray Marcaonun sözleşmesini uzattı  ,pozitif,spor 
2265,14,Kocasının amcasıyla kaçan kadından canlı yayında şoke eden sözler Ailesi fenalık geçirdi  ,negatif,saglik 
2266,13,Akşeneri öldürün taşlayın taşlayın sözlerine soruşturma  ,negatif,siyaset 
2267,13,Babacan Benimle ilgili sorunlar varsa Erdoğan partiden ayrılacağımı söylediğimde neden Gitme kal diye ısrarcı oldu  ,negatif,siyaset 
2268,13,Murat Yetkin AK Partide yangın var sadece Soylu değil başka bakanlar da hedefte  ,negatif,siyaset 
2269,12,Aile Bakanı Derya Yanık pandemide kadına şiddet olaylarındaki artış tolere edilebilir düzeyde  ,negatif,saglik 
2270,12,Messiden Barcelona kararı  ,negatif,spor 
2271,12,İBBnin TÜRGEVle protokolün feshi kararı yargıdan döndü  ,negatif,ekonomi 
2272,12,Bülent Arınçtan Peker yorumu Şanlı yargımız gerekeni yapacak herhalde  ,negatif,siyaset 
2273,12,Su tartışması kanlı bitti  Baba oğul öldü  ,negatif,siyaset 
2274,12,Sevgililer arasında çıkan tartışmada genç kız  kattan park halindeki otomobilin üzerine  düştü  ,negatif,saglik 
2275,11,Bülent Arınç Sedat Peker iddialarını değerlendirdi Yargı gereğini yapmalı  ,negatif,siyaset 
2276,11,Bütün gemiler yandı Sadece bir tane kaldı Onu da Sedat Peker cebinde tutuyor  ,negatif,kultur 
2277,10,SONDAKİKA Emniyetten Hadi Özışık ve Süleyman Özışıka operasyon Evleri arandı Telefon ve Bilgisayarlara el konuldu  ,negatif,siyaset 
2278,10,Şanlıurfada silahlı kavga  ölü  yaralı   ,negatif,siyaset 
2279,10, bin liralık destekten yararlanacak esnaflar için şartlar belli oldu  ,pozitif,ekonomi 
2280,10,Süleyman Soylu hakkında suç işlemeye teşvik ve suçu örtme iddiasıyla suç duyurusu  ,negatif,siyaset 
2281,08,Diyarbakır merkezli  ilde dev yasa dışı bahis operasyonu  gözaltı  ,pozitif,siyaset 
2282,08,Yılmaz Özdil Sedat Pekerin yakaladığı damar işte budur  ,pozitif,kultur 
2283,07,Sedat Peker hakkında Birleşik Arap Emirliklerine temasta bulunulmamasının nedeni  ,negatif,dunya 
2284,07,Sedat Pekerin internet sitesine erişim engellendi  ,negatif,siyaset 
2285,07,Emin Çölaşan Bir siyasi parti genel başkanını bile koruyamayan devlet mi  ,negatif,siyaset 
2286,06,Aktroller Soyluya ilk defa destek olmadı  ,negatif,siyaset 
2287,06,Türkiye Gazeteciler Cemiyeti oybirliğiyle Hadi Özışıkı üyelikten çıkardı  ,negatif,siyaset 
2288,06,Sedat Pekerden ayda  bin dolar alan AKPli Külünk iddiası  ,negatif,siyaset 
2289,06,İYİ Partili Ağıralioğlu  FETÖyü hatırlatınca AKPli seçmen İnsan yanılamaz mı  ,negatif,siyaset 
2290,06,Yine öğrenciler kurban edildi Tepkilerin azaltılması için  ,negatif,siyaset 
2291,06,Miguel Angel Silvestreden  Hande Erçele cevap  ,pozitif,kultur 
2292,06,Otomobilin çarptığı öğretmen hayatını kaybetti   ,negatif,siyaset 
2293,06,Yurtta hava durumu  ,pozitif,ekonomi 
2294,06,Kılıçdaroğlundan Süleyman Soyluya Getirsin belgeyi koysun  ,pozitif,siyaset 
2295,06,Bakanlara soru soran AA muhabiri Musab Turan kovuldu  ,negatif,siyaset 
2296,06,Emin Çölaşandan Erdoğan ve Bahçeliye Sedat Peker çağrısı Seçim zamanı yaklaşıyor  ,pozitif,siyaset 
2297,05,Demirtaşın avukatı Karamandan Abdulkadir Selviye Kulis bilgisi diyerek kıvırıyorsun herkesi aptal mı sanıyorsun  ,negatif,siyaset 
2298,05,Sedat Peker videolarının YouTube trendlere girememesi için müdahale ediliyor iddiası  ,negatif,siyaset 
2299,05,Sedat Peker Emre Olur bana anlattı demişti O itiraf yargıya taşınıyor  ,negatif,siyaset 
2300,05,MetroPOLLden çarpıcı anket Erdoğan büyük farklarla kaybediyor  ,negatif,siyaset 
2301,05,Sabahattin Önkibardan  Erdoğan ve Bahçeli iddiası  ,negatif,siyaset 
2302,05,Dilipaktan Viranşehir Savcısının görevden uzaklaştırılmasına tepki Adaleti viran etmeyin Eyyubun sabır taşını çatlatmayın  ,negatif,siyaset 
2303,05,Ünlü futbolcunun eşinin  çakarlı sirenli İstanbul turu tepki topladı  ,negatif,spor 
2304,05,Ahmet Takandan Sedat Pekere açık mektup  ,negatif,siyaset 
2305,05,Sedat Pekerden dikkat çeken Musab Turan paylaşımı  ,negatif,siyaset 
2306,05,Yılmaz Özdil Organize suç örgütü tanımı kiralık gazetecilere cuk oturuyor  ,negatif,siyaset 
2307,04,Sedat Peker Videoları Alman Basının Diline Düştü  ,negatif,siyaset 
2308,04,Basın Kartı Yönetmeliği yenilendi  ,negatif,ekonomi 
2309,04,Youtubedan Sedat Peker kararı  ,negatif,teknoloji 
2310,04,Twitter Mavi Tik özelliğini bütün kullanıcılarına açtı  ,negatif,teknoloji 
2311,04,Fatih Tezcan Daha düne kadar benim koruma polisim Sedat Pekerin koruma polisi ile beraber bekliyordu  ,negatif,siyaset 
2312,04,Covid geçirdikten sonraki  aya dikkat  ,pozitif,teknoloji 
2313,04,Nurgül Yeşilçay gaza  geldi Sevgilisiyle dudak dudağa  ,negatif,saglik 
2314,04,Yeryüzünde bir cehennem varsa bugün Gazzedeki çocukların hayatlarıdır  ,pozitif,dunya 
2315,04,Soylunun danışmanı AA Genel Müdürünü hedef aldı Bu ne şerefsizliktir  ,negatif,siyaset 
2316,04,WhatsApptan flaş Türkiye kararı  ,pozitif,teknoloji 
2317,03,TARSİM Çiftçimizin yanındayız  ,pozitif,ekonomi 
2318,03,Kendisini uzlaşmacı avukat olarak tanıtan kadın dolandırıcı yakalandı  ,negatif,siyaset 
2319,03,İletişim Başkan  Yardımcısı Çağatay Özdemirin İngilizcesi sosyal medyada tartışma konusu oldu  ,negatif,teknoloji 
2320,03,Prens William ve Prens Harry Prenses Diananın ölümü için BBCyi suçladı   ,negatif,dunya 
2321,03,Bigada  koyun yağmur sularına kapıldı  ,negatif,siyaset 
2322,03,Burcu Esmersoyun  yeni imajı olay oldu  ,negatif,saglik 
2323,03,Başkentte motosiklet kazası  ölü  ,negatif,dunya 
2324,03,Canan Kaftancıoğlu hakkında zorla getirme kararı  ,negatif,siyaset 
2325,03,Bakan açıkladı Salda Gölü çevresine kahvehane mescit açılacak  ,pozitif,ekonomi 
2326,02,Mesken tuttuğu camide minik yavrularını emziriyor  ,pozitif,saglik 
2327,02,İzmirde suç örgütüne şok baskınlar  gözaltı  ,pozitif,siyaset 
2328,02,Suriyeden gelen  toz bulutu Şanlıurfayı esir aldı  ,negatif,dunya 
2329,02,Almanyaya sahte belgeyle kaçmak isteyen  şüpheli gözaltında  ,pozitif,dunya 
2330,02,VEDAŞ ekibine silahlı saldırı  ,negatif,siyaset 
2331,02,Fenomen Alp Kılınç Bülent Ersoyu Çıldırttı Sen Bana Tava mı Diyorsun  ,pozitif,kultur 
2332,02,Muğlada çift başlı doğan kedi görenleri şaşırttı   ,negatif,teknoloji 
2333,02,Baraj suyuyla buluşan yavru balıklar renkli görüntüler oluşturdu  ,pozitif,teknoloji 
2334,02,Yılmaz Özdil AKP iktidarında yolsuzluktan suçlu bulunan tek siyasetçi var  ,negatif,siyaset 
2335,01,Üsküdar sahilde can pazarı  ,pozitif,ekonomi 
2336,01,Adanada  milyon  bin kaçak makaron ele geçirildi  ,negatif,ekonomi 
2337,01,Cihangir Kenndy ve  Milyon Mehmetin Korona Muhabbeti Kahkahaya Boğdu  ,pozitif,kultur 
2338,01,İki otomobil kafa kafaya çarpıştı  yaralı  ,negatif,spor 
2339,01,Şiddetli fırtına Ayvalıkta hayatı felç etti  ,negatif,spor 
2340,01,Emily Ratajkowski  photoshop iddialarına sokak tarzıyla yanıt verdi  ,pozitif,kultur 
2341,01,Gaziantepte  milyon  bin makaron ele geçirildi  ,negatif,siyaset 
2342,01,Minibüsün çarptığı  yaşındaki çocuk öldü  ,negatif,spor 
2343,01,Başkentte FETÖPDY operasyonu  gözaltı  ,pozitif,siyaset 
2344,01,Yılmaz Özdil Sedat Peker hakkında ne yazmıştı  ,negatif,siyaset 
2345,00,Ceyhanda trafik kazası  ölü  yaralı  ,negatif,siyaset 
2346,00,Mustafa Cengiz Ben sevgili Fatih hoca ile devam etmeyi düşünmüyorum  ,negatif,spor 
2347,00,Hanzade Survivor  Panoramada Yaptığı Eleştirilerle Gündem Oldu  ,negatif,siyaset 
2348,00,Balık tutmak için girdiği Dicle Nehrinde kayboldu  ,negatif,dunya 
2349,00,Sulama kanalına düşerek hayatını kaybetti  ,negatif,siyaset 
2350,00,Bahar Candan  ipleri kopardı Tepkiler çığ gibi büyüdü  ,negatif,siyaset 
2351,00,İYİ Partiden AA muhabirinin bakanlara Süleyman Soylu sorusuna ilk yorum  ,pozitif,siyaset 
2352,00,Kaybolan kadın  saat sonra rögar kuyusunda bulundu  ,pozitif,dunya 
2353,00,Fatih Altaylı Sedat Pekerin videolarındaki o cümleye dikkat çekti Aciliyet gerektiren konu budur  ,negatif,siyaset 
2354,23,İskilip Kalesinde sır ölüm  ,pozitif,dunya 
2355,23, kattan havalandırma boşluğuna düşerek hayatını kaybetti  ,negatif,saglik 
2356,23,Akşenerden Erdoğanın tazminat davasına ilk yanıt  ,pozitif,siyaset 
2357,23,Fahrettin Altundan AA muhabiri hakkında açıklama  ,negatif,siyaset 
2358,23,Sahil Rüzgarı operasyonunda Erguvanlar suç örgütü çökertildi  ,negatif,siyaset 
2359,23,Kylie Jenner sınırları zorluyor Kıyafeti olay oldu  ,negatif,kultur 
2360,23,Bir meslek grubu daha aşı takvimine dahil edildi  ,negatif,saglik 
2361,23,FETÖnün mahrem asker yapılanmasına operasyon  ,negatif,siyaset 
2362,23,Sergen Yalçının genç sevgilisi Lisaveti Karibskayadan iddialı pozlar  ,pozitif,spor 
2363,23,Doç Dr Ümit Savaşçı tarih verdi Maske zorunluluğu kalkabilir  ,pozitif,saglik 
2364,22,PES  yaşındaki kadına sahte parayla zekat verdiler  ,negatif,teknoloji 
2365,22,Fibromiyalji sendromuna dikkat  ,negatif,saglik 
2366,22,Anadolu Ajansı muhabiri  Musab Turandan bakan Pakdemirli ve Varanka Süleyman Soylu soruları  ,pozitif,siyaset 
2367,22,Avrupa Birliği Dijital Covid Sertifikasında uzlaşmaya vardı  ,pozitif,teknoloji 
2368,22, ilde organize suç örgütlerine Sahil Rüzgarı operasyon  ,negatif,siyaset 
2369,22,Demet Özdemirden mini elbiseli ayna pozu  ,negatif,kultur 
2370,22,Prens William ve Prens Harry Prenses Diananın ölümü için BBCyi suçladı  ,negatif,dunya 
2371,22,CHPli Sertelden Bakan Soyluya Çav Bella sorusu Hani failleri yakalayıp ezan dinletecektiniz  ,negatif,siyaset 
2372,22,FETÖcülerin hain planı Korona virüsü bilinçli şekilde yaymışlar  ,negatif,siyaset 
2373,22,Meksikalı seri katilden kan donduran itiraf Kurbanlarımı öldürüp cansız bedenlerini yedim  ,negatif,dunya 
2374,22,Serenay Sarıkayanın paylaştığı fotoğraflar sosyal medyayı salladı  ,negatif,kultur 
2375,22,İsmail Saymaz Ve en hazini Sedat Pekerin ifşaatları sayesinde  ,negatif,kultur 
2376,21,En az  ay süren ağrı kronik ağrı  ,negatif,saglik 
2377,21,Çocuğuna cinsel istismardan ceza alan baba tahliye edildi  ,negatif,saglik 
2378,21, ilde dev FETÖ operasyonu  gözaltı kararı  ,pozitif,siyaset 
2379,21,Nevşin Mengü Sedat Peker yayını yaptı yorumlar çileden çıkardı Kafayı cinsellikle bozmuşsunuz  ,negatif,kultur 
2380,21,Bursada kayıp alarmı  ,negatif,saglik 
2381,21,Deren Talu mini şortlu makyajsız pozuyla nefes kesti  ,pozitif,saglik 
2382,21,Cinayet işleyen nişanlı çiftten sarkıntılık yaptı savunması  ,negatif,siyaset 
2383,21,Adalet teşkilatında FETÖ operasyonu  gözaltı  ,pozitif,siyaset 
2384,21,Hadiseden Eurovision Açıklaması Teklif Gelirse Neden Olmasın  ,negatif,siyaset 
2385,21,Esnafa verilen sözde destek de akaryakıt zammıyla geri alındı  ,negatif,ekonomi 
2386,20,Gazeteci Musab Turanın babası oğlunu değil AKPyi seçti Fethullah Gülen tweetleri ortaya çıktı  ,negatif,siyaset 
2387,20,Aktroller Soyluya ilk defa destek olmadı  ,negatif,siyaset 
2388,20,İYİ Partili Ağıralioğlu FETÖyü hatırlatınca AKPli seçmen İnsan yanılamaz mı  ,negatif,siyaset 
2389,20,Türkiye Gazeteciler Cemiyeti oybirliğiyle Hadi Özışıkı üyelikten çıkardı  ,negatif,siyaset 
2390,20,Sedat Pekerden ayda  bin dolar alan AKPli Külünk iddiası  ,negatif,siyaset 
2391,20,Burcu Esmersoyun yeni imajı olay oldu  ,negatif,saglik 
2392,20,Sedat Peker Emre Olur bana anlattı demişti O itiraf yargıya taşınıyor  ,negatif,siyaset 
2393,20,SONDAKİKA AAdan kovulan Musab Turan canlı yayın açtı her şeyi bir bir açıkladı Erdoğana da çağrı da bulundu  ,pozitif,siyaset 
2394,20,Youtubedan Sedat Peker kararı  ,negatif,teknoloji 
2395,20,Sabahattin Önkibardan Erdoğan ve Bahçeli iddiası  ,negatif,siyaset 
2396,20,Bakan açıkladı Salda Gölü çevresine kahvehane mescit açılacak  ,pozitif,ekonomi 
2397,20,Canan Kaftancıoğlu hakkında zorla getirme kararı  ,negatif,siyaset 
2398,20,Emily Ratajkowski photoshop iddialarına sokak tarzıyla yanıt verdi  ,pozitif,kultur 
2399,20,WhatsApptan flaş Türkiye kararı  ,pozitif,teknoloji 
2400,20,Yeryüzünde bir cehennem varsa bugün Gazzedeki çocukların hayatlarıdır  ,pozitif,dunya 
2401,20,Hanzade Survivor Panoramada Yaptığı Eleştirilerle Gündem Oldu  ,negatif,siyaset 
2402,20,Covid geçirdikten sonraki  aya dikkat  ,pozitif,teknoloji 
2403,20,Twitter Mavi Tik özelliğini bütün kullanıcılarına açtı  ,negatif,teknoloji 
2404,20,Miguel Angel Silvestreden Hande Erçele cevap  ,pozitif,kultur 
2405,19,Basın Kartı Yönetmeliği yenilendi  ,negatif,ekonomi 
2406,19,Ünlü futbolcunun eşinin çakarlı sirenli İstanbul turu tepki topladı  ,negatif,spor 
2407,19,Yılmaz Özdil Organize suç örgütü tanımı kiralık gazetecilere cuk oturuyor  ,negatif,siyaset 
2408,19,Ahmet Takandan Sedat Pekere açık mektup  ,negatif,siyaset 
2409,19,İletişim Başkan Yardımcısı Çağatay Özdemirin İngilizcesi sosyal medyada tartışma konusu oldu  ,negatif,teknoloji 
2410,19,Dilipaktan Viranşehir Savcısının görevden uzaklaştırılmasına tepki Adaleti viran etmeyin Eyyubun sabır taşını çatlatmayın  ,negatif,siyaset 
2411,19,MetroPOLLden çarpıcı anket Erdoğan büyük farklarla kaybediyor  ,negatif,siyaset 
2412,19,Bahar Candan ipleri kopardı Tepkiler çığ gibi büyüdü  ,negatif,siyaset 
2413,19,Sedat Peker videolarının YouTube trendlere girememesi için müdahale ediliyor iddiası  ,negatif,siyaset 
2414,19,Emin Çölaşandan Erdoğan ve Bahçeliye Sedat Peker çağrısı Seçim zamanı yaklaşıyor  ,pozitif,siyaset 
2415,19,Fatih Tezcan Daha düne kadar benim koruma polisim Sedat Pekerin koruma polisi ile beraber bekliyordu  ,negatif,siyaset 
2416,19,Kılıçdaroğlundan Süleyman Soyluya Getirsin belgeyi koysun  ,pozitif,siyaset 
2417,19,Murat Muratoğlu İçişleri Bakanı oh oh paralar PKKya gitmiyor diyordu paralar millete de gitmiyor  ,negatif,siyaset 
2418,19,Nurgül Yeşilçay gaza geldi Sevgilisiyle dudak dudağa  ,negatif,saglik 
2419,19,SONDAKİKA Bakanlara soru soran AA muhabiri Musab Turan kovuldu  ,negatif,siyaset 
2420,19,Fahrettin Altundan AA muhabiri hakkında açıklama  ,negatif,siyaset 
2421,19,Suriyeden gelen toz bulutu Şanlıurfayı esir aldı  ,negatif,dunya 
